Date,Country/Region,Confirmed,Deaths,Recovered,Active Cases,Previous Confirmed,Previous Deaths,Previous Recovered,Previous Active,Prev2 Confirmed,Population,Daily Confirmed,Daily Deaths,Daily Recovered,Daily Active,Previous Daily Confirmed
2020-03-03,Latvia,1,0,0,1,1,0,0,1,,1906800,0,0,0,0,
2020-03-03,Lebanon,13,0,0,13,13,0,0,13,10,6825442,0,0,0,0,3
2020-03-03,Lithuania,1,0,0,1,1,0,0,1,1,2793471,0,0,0,0,0
2020-03-03,Luxembourg,1,0,0,1,1,0,0,1,1,613894,0,0,0,0,0
2020-03-03,Malaysia,36,0,0,36,29,0,0,29,29,32726760,7,0,0,7,0
2020-03-03,Mexico,5,0,0,5,5,0,0,5,5,126577691,0,0,0,0,0
2020-03-03,Monaco,1,0,0,1,1,0,0,1,1,38300,0,0,0,0,0
2020-03-03,Morocco,1,0,0,1,1,0,0,1,,35846095,0,0,0,0,
2020-03-03,Nepal,1,0,0,1,1,0,0,1,1,29609623,0,0,0,0,0
2020-03-03,Netherlands,24,0,0,24,18,0,0,18,10,17447181,6,0,0,6,8
2020-03-03,New Zealand,1,0,0,1,1,0,0,1,1,4972216,0,0,0,0,0
2020-03-03,Nigeria,1,0,0,1,1,0,0,1,1,206139587,0,0,0,0,0
2020-03-03,North Macedonia,1,0,0,1,1,0,0,1,1,2077132,0,0,0,0,0
2020-03-03,Norway,32,0,0,32,25,0,0,25,19,5367580,7,0,0,7,6
2020-03-03,Oman,12,0,0,12,6,0,0,6,6,4664790,6,0,0,6,0
2020-03-03,Pakistan,5,0,0,5,4,0,0,4,4,219027520,1,0,0,1,0
2020-03-03,Philippines,3,1,0,2,3,1,0,2,3,108438081,0,0,0,0,0
2020-03-03,Portugal,2,0,0,2,2,0,0,2,,10276617,0,0,0,0,
2020-03-03,Qatar,7,0,0,7,3,0,0,3,3,2747282,4,0,0,4,0
2020-03-03,Romania,3,0,0,3,3,0,0,3,3,19405156,0,0,0,0,0
2020-03-03,Russia,3,0,0,3,3,0,0,3,2,146745098,0,0,0,0,1
2020-03-03,San Marino,10,1,0,9,8,0,0,8,1,33574,2,1,0,1,7
2020-03-03,Saudi Arabia,1,0,0,1,1,0,0,1,,34218169,0,0,0,0,
2020-03-03,Senegal,2,0,0,2,1,0,0,1,,16209125,1,0,0,1,
2020-03-03,Singapore,110,0,0,110,108,0,0,108,106,5703600,2,0,0,2,2
2020-03-03,Spain,165,1,0,164,120,0,0,120,84,47100396,45,1,0,44,36
2020-03-03,Sri Lanka,1,0,0,1,1,0,0,1,1,21803000,0,0,0,0,0
2020-03-03,Sweden,21,0,0,21,15,0,0,15,14,10333456,6,0,0,6,1
2020-03-03,Switzerland,56,0,0,56,42,0,0,42,27,8586550,14,0,0,14,15
2020-03-03,Taiwan*,42,1,0,41,41,1,0,40,40,23604265,1,0,0,1,1
2020-03-03,Thailand,43,1,0,42,43,1,0,42,42,66484342,0,0,0,0,1
2020-03-03,US,118,7,0,111,98,6,0,92,74,329493716,20,1,0,19,24
2020-03-03,Ukraine,1,0,0,1,,,,,,41902416,,,,,
2020-03-03,United Arab Emirates,27,0,0,27,21,0,0,21,21,9890400,6,0,0,6,0
2020-03-03,United Kingdom,51,0,0,51,40,0,0,40,36,66435600,11,0,0,11,4
2020-03-03,Vietnam,16,0,0,16,16,0,0,16,16,96208984,0,0,0,0,0
2020-03-04,Afghanistan,1,0,0,1,1,0,0,1,1,32225560,0,0,0,0,0
2020-03-04,Algeria,12,0,0,12,5,0,0,5,3,43000000,7,0,0,7,2
2020-03-04,Andorra,1,0,0,1,1,0,0,1,1,77543,0,0,0,0,0
2020-03-04,Argentina,1,0,0,1,1,0,0,1,,44938712,0,0,0,0,
2020-03-04,Armenia,1,0,0,1,1,0,0,1,1,2957500,0,0,0,0,0
2020-03-04,Australia,52,2,0,50,39,1,0,38,30,25654023,13,1,0,12,9
2020-03-04,Austria,29,0,0,29,21,0,0,21,18,8902600,8,0,0,8,3
2020-03-04,Azerbaijan,3,0,0,3,3,0,0,3,3,10067108,0,0,0,0,0
2020-03-04,Bahrain,52,0,0,52,49,0,0,49,49,1543300,3,0,0,3,0
2020-03-04,Belarus,6,0,0,6,1,0,0,1,1,9413446,5,0,0,5,0
2020-03-04,Belgium,23,0,0,23,13,0,0,13,8,11524454,10,0,0,10,5
2020-03-04,Brazil,4,0,0,4,2,0,0,2,2,211288170,2,0,0,2,0
2020-03-04,Cambodia,1,0,0,1,1,0,0,1,1,15288489,0,0,0,0,0
2020-03-04,Canada,33,0,0,33,30,0,0,30,27,37966227,3,0,0,3,3
2020-03-04,Chile,1,0,0,1,1,0,0,1,,19107216,0,0,0,0,
2020-03-04,China,80386,2983,0,77403,80261,2947,0,77314,80136,1401870440,125,36,0,89,125
2020-03-04,Croatia,10,0,0,10,9,0,0,9,7,4076246,1,0,0,1,2
2020-03-04,Czechia,8,0,0,8,5,0,0,5,3,10693939,3,0,0,3,2
2020-03-04,Denmark,11,0,0,11,6,0,0,6,4,5822763,5,0,0,5,2
2020-03-04,Diamond Princess,706,6,0,700,706,6,0,700,705,,0,0,0,0,1
2020-03-04,Dominican Republic,1,0,0,1,1,0,0,1,1,10358320,0,0,0,0,0
2020-03-04,Ecuador,10,0,0,10,7,0,0,7,6,17449288,3,0,0,3,1
2020-03-04,Egypt,2,0,0,2,2,0,0,2,2,100153850,0,0,0,0,0
2020-03-04,Estonia,2,0,0,2,2,0,0,2,1,1328360,0,0,0,0,1
2020-03-04,Finland,6,0,0,6,6,0,0,6,6,5527573,0,0,0,0,0
2020-03-04,France,288,4,0,284,204,4,0,200,191,67069000,84,0,0,84,13
2020-03-04,Georgia,3,0,0,3,3,0,0,3,3,3723464,0,0,0,0,0
2020-03-04,Germany,262,0,0,262,196,0,0,196,159,83149300,66,0,0,66,37
2020-03-04,Greece,9,0,0,9,7,0,0,7,7,10724599,2,0,0,2,0
2020-03-04,Hungary,2,0,0,2,,,,,,9772756,,,,,
2020-03-04,Iceland,26,0,0,26,11,0,0,11,6,364260,15,0,0,15,5
2020-03-04,India,28,0,0,28,5,0,0,5,5,1360094159,23,0,0,23,0
2020-03-04,Indonesia,2,0,0,2,2,0,0,2,2,266911900,0,0,0,0,0
2020-03-04,Iran,2922,92,0,2830,2336,77,0,2259,1501,83301053,586,15,0,571,835
2020-03-04,Iraq,35,2,0,33,32,0,0,32,26,39127900,3,2,0,1,6
2020-03-04,Ireland,6,0,0,6,2,0,0,2,1,4921500,4,0,0,4,1
2020-03-04,Israel,15,0,0,15,12,0,0,12,10,9175050,3,0,0,3,2
2020-03-04,Italy,3089,107,0,2982,2502,79,0,2423,2036,60243406,587,28,0,559,466
2020-03-04,Japan,331,6,0,325,293,6,0,287,274,126010000,38,0,0,38,19
2020-03-04,Jordan,1,0,0,1,1,0,0,1,,10641432,0,0,0,0,
2020-03-04,"Korea, South",5621,35,0,5586,5186,28,0,5158,4335,51780579,435,7,0,428,851
2020-03-04,Kuwait,56,0,0,56,56,0,0,56,56,4420110,0,0,0,0,0
2020-03-04,Latvia,1,0,0,1,1,0,0,1,1,1906800,0,0,0,0,0
2020-03-04,Lebanon,13,0,0,13,13,0,0,13,13,6825442,0,0,0,0,0
2020-03-04,Liechtenstein,1,0,0,1,,,,,,38749,,,,,
2020-03-04,Lithuania,1,0,0,1,1,0,0,1,1,2793471,0,0,0,0,0
2020-03-04,Luxembourg,1,0,0,1,1,0,0,1,1,613894,0,0,0,0,0
2020-03-04,Malaysia,50,0,0,50,36,0,0,36,29,32726760,14,0,0,14,7
2020-03-04,Mexico,5,0,0,5,5,0,0,5,5,126577691,0,0,0,0,0
2020-03-04,Monaco,1,0,0,1,1,0,0,1,1,38300,0,0,0,0,0
2020-03-04,Morocco,1,0,0,1,1,0,0,1,1,35846095,0,0,0,0,0
2020-03-04,Nepal,1,0,0,1,1,0,0,1,1,29609623,0,0,0,0,0
2020-03-04,Netherlands,38,0,0,38,24,0,0,24,18,17447181,14,0,0,14,6
2020-03-04,New Zealand,3,0,0,3,1,0,0,1,1,4972216,2,0,0,2,0
2020-03-04,Nigeria,1,0,0,1,1,0,0,1,1,206139587,0,0,0,0,0
2020-03-04,North Macedonia,1,0,0,1,1,0,0,1,1,2077132,0,0,0,0,0
2020-03-04,Norway,56,0,0,56,32,0,0,32,25,5367580,24,0,0,24,7
2020-03-04,Oman,15,0,0,15,12,0,0,12,6,4664790,3,0,0,3,6
2020-03-04,Pakistan,5,0,0,5,5,0,0,5,4,219027520,0,0,0,0,1
2020-03-04,Philippines,3,1,0,2,3,1,0,2,3,108438081,0,0,0,0,0
2020-03-04,Poland,1,0,0,1,,,,,,38386000,,,,,
2020-03-04,Portugal,5,0,0,5,2,0,0,2,2,10276617,3,0,0,3,0
2020-03-04,Qatar,8,0,0,8,7,0,0,7,3,2747282,1,0,0,1,4
2020-03-04,Romania,4,0,0,4,3,0,0,3,3,19405156,1,0,0,1,0
2020-03-04,Russia,3,0,0,3,3,0,0,3,3,146745098,0,0,0,0,0
2020-03-04,San Marino,16,1,0,15,10,1,0,9,8,33574,6,0,0,6,2
2020-03-04,Saudi Arabia,1,0,0,1,1,0,0,1,1,34218169,0,0,0,0,0
2020-03-04,Senegal,4,0,0,4,2,0,0,2,1,16209125,2,0,0,2,1
2020-03-04,Singapore,110,0,0,110,110,0,0,110,108,5703600,0,0,0,0,2
2020-03-04,Spain,222,2,0,220,165,1,0,164,120,47100396,57,1,0,56,45
2020-03-04,Sri Lanka,1,0,0,1,1,0,0,1,1,21803000,0,0,0,0,0
2020-03-04,Sweden,35,0,0,35,21,0,0,21,15,10333456,14,0,0,14,6
2020-03-04,Switzerland,90,0,0,90,56,0,0,56,42,8586550,34,0,0,34,14
2020-03-04,Taiwan*,42,1,0,41,42,1,0,41,41,23604265,0,0,0,0,1
2020-03-04,Thailand,43,1,0,42,43,1,0,42,43,66484342,0,0,0,0,0
2020-03-04,Tunisia,1,0,0,1,,,,,,11722038,,,,,
2020-03-04,US,149,11,0,138,118,7,0,111,98,329493716,31,4,0,27,20
2020-03-04,Ukraine,1,0,0,1,1,0,0,1,,41902416,0,0,0,0,
2020-03-04,United Arab Emirates,27,0,0,27,27,0,0,27,21,9890400,0,0,0,0,6
2020-03-04,United Kingdom,86,0,0,86,51,0,0,51,40,66435600,35,0,0,35,11
2020-03-04,Vietnam,16,0,0,16,16,0,0,16,16,96208984,0,0,0,0,0
2020-03-05,Afghanistan,1,0,0,1,1,0,0,1,1,32225560,0,0,0,0,0
2020-03-05,Algeria,12,0,0,12,12,0,0,12,5,43000000,0,0,0,0,7
2020-03-05,Andorra,1,0,0,1,1,0,0,1,1,77543,0,0,0,0,0
2020-03-05,Argentina,1,0,0,1,1,0,0,1,1,44938712,0,0,0,0,0
2020-03-05,Armenia,1,0,0,1,1,0,0,1,1,2957500,0,0,0,0,0
2020-03-05,Australia,55,2,0,53,52,2,0,50,39,25654023,3,0,0,3,13
2020-03-05,Austria,41,0,0,41,29,0,0,29,21,8902600,12,0,0,12,8
2020-03-05,Azerbaijan,6,0,0,6,3,0,0,3,3,10067108,3,0,0,3,0
2020-03-05,Bahrain,55,0,0,55,52,0,0,52,49,1543300,3,0,0,3,3
2020-03-05,Belarus,6,0,0,6,6,0,0,6,1,9413446,0,0,0,0,5
2020-03-05,Belgium,50,0,0,50,23,0,0,23,13,11524454,27,0,0,27,10
2020-03-05,Bosnia and Herzegovina,2,0,0,2,,,,,,3301000,,,,,
2020-03-05,Brazil,4,0,0,4,4,0,0,4,2,211288170,0,0,0,0,2
2020-03-05,Cambodia,1,0,0,1,1,0,0,1,1,15288489,0,0,0,0,0
2020-03-05,Canada,37,0,0,37,33,0,0,33,30,37966227,4,0,0,4,3
2020-03-05,Chile,4,0,0,4,1,0,0,1,1,19107216,3,0,0,3,0
2020-03-05,China,80537,3015,0,77522,80386,2983,0,77403,80261,1401870440,151,32,0,119,125
2020-03-05,Croatia,10,0,0,10,10,0,0,10,9,4076246,0,0,0,0,1
2020-03-05,Czechia,12,0,0,12,8,0,0,8,5,10693939,4,0,0,4,3
2020-03-05,Denmark,11,0,0,11,11,0,0,11,6,5822763,0,0,0,0,5
2020-03-05,Diamond Princess,706,6,0,700,706,6,0,700,706,,0,0,0,0,0
2020-03-05,Dominican Republic,1,0,0,1,1,0,0,1,1,10358320,0,0,0,0,0
2020-03-05,Ecuador,13,0,0,13,10,0,0,10,7,17449288,3,0,0,3,3
2020-03-05,Egypt,3,0,0,3,2,0,0,2,2,100153850,1,0,0,1,0
2020-03-05,Estonia,3,0,0,3,2,0,0,2,2,1328360,1,0,0,1,0
2020-03-05,Finland,12,0,0,12,6,0,0,6,6,5527573,6,0,0,6,0
2020-03-05,France,380,6,0,374,288,4,0,284,204,67069000,92,2,0,90,84
2020-03-05,Georgia,4,0,0,4,3,0,0,3,3,3723464,1,0,0,1,0
2020-03-05,Germany,482,0,0,482,262,0,0,262,196,83149300,220,0,0,220,66
2020-03-05,Greece,31,0,0,31,9,0,0,9,7,10724599,22,0,0,22,2
2020-03-05,Hungary,2,0,0,2,2,0,0,2,,9772756,0,0,0,0,
2020-03-05,Iceland,34,0,0,34,26,0,0,26,11,364260,8,0,0,8,15
2020-03-05,India,30,0,0,30,28,0,0,28,5,1360094159,2,0,0,2,23
2020-03-05,Indonesia,2,0,0,2,2,0,0,2,2,266911900,0,0,0,0,0
2020-03-05,Iran,3513,107,0,3406,2922,92,0,2830,2336,83301053,591,15,0,576,586
2020-03-05,Iraq,35,2,0,33,35,2,0,33,32,39127900,0,0,0,0,3
2020-03-05,Ireland,6,0,0,6,6,0,0,6,2,4921500,0,0,0,0,4
2020-03-05,Israel,20,0,0,20,15,0,0,15,12,9175050,5,0,0,5,3
2020-03-05,Italy,3858,148,0,3710,3089,107,0,2982,2502,60243406,769,41,0,728,587
2020-03-05,Japan,360,6,0,354,331,6,0,325,293,126010000,29,0,0,29,38
2020-03-05,Jordan,1,0,0,1,1,0,0,1,1,10641432,0,0,0,0,0
2020-03-05,"Korea, South",6088,35,0,6053,5621,35,0,5586,5186,51780579,467,0,0,467,435
2020-03-05,Kuwait,58,0,0,58,56,0,0,56,56,4420110,2,0,0,2,0
2020-03-05,Latvia,1,0,0,1,1,0,0,1,1,1906800,0,0,0,0,0
2020-03-05,Lebanon,16,0,0,16,13,0,0,13,13,6825442,3,0,0,3,0
2020-03-05,Liechtenstein,1,0,0,1,1,0,0,1,,38749,0,0,0,0,
2020-03-05,Lithuania,1,0,0,1,1,0,0,1,1,2793471,0,0,0,0,0
2020-03-05,Luxembourg,1,0,0,1,1,0,0,1,1,613894,0,0,0,0,0
2020-03-05,Malaysia,50,0,0,50,50,0,0,50,36,32726760,0,0,0,0,14
2020-03-05,Mexico,5,0,0,5,5,0,0,5,5,126577691,0,0,0,0,0
2020-03-05,Monaco,1,0,0,1,1,0,0,1,1,38300,0,0,0,0,0
2020-03-05,Morocco,2,0,0,2,1,0,0,1,1,35846095,1,0,0,1,0
2020-03-05,Nepal,1,0,0,1,1,0,0,1,1,29609623,0,0,0,0,0
2020-03-05,Netherlands,82,0,0,82,38,0,0,38,24,17447181,44,0,0,44,14
2020-03-05,New Zealand,3,0,0,3,3,0,0,3,1,4972216,0,0,0,0,2
2020-03-05,Nigeria,1,0,0,1,1,0,0,1,1,206139587,0,0,0,0,0
2020-03-05,North Macedonia,1,0,0,1,1,0,0,1,1,2077132,0,0,0,0,0
2020-03-05,Norway,87,0,0,87,56,0,0,56,32,5367580,31,0,0,31,24
2020-03-05,Oman,16,0,0,16,15,0,0,15,12,4664790,1,0,0,1,3
2020-03-05,Pakistan,5,0,0,5,5,0,0,5,5,219027520,0,0,0,0,0
2020-03-05,Philippines,3,1,0,2,3,1,0,2,3,108438081,0,0,0,0,0
2020-03-05,Poland,1,0,0,1,1,0,0,1,,38386000,0,0,0,0,
2020-03-05,Portugal,8,0,0,8,5,0,0,5,2,10276617,3,0,0,3,3
2020-03-05,Qatar,8,0,0,8,8,0,0,8,7,2747282,0,0,0,0,1
2020-03-05,Romania,6,0,0,6,4,0,0,4,3,19405156,2,0,0,2,1
2020-03-05,Russia,4,0,0,4,3,0,0,3,3,146745098,1,0,0,1,0
2020-03-05,San Marino,21,1,0,20,16,1,0,15,10,33574,5,0,0,5,6
2020-03-05,Saudi Arabia,5,0,0,5,1,0,0,1,1,34218169,4,0,0,4,0
2020-03-05,Senegal,4,0,0,4,4,0,0,4,2,16209125,0,0,0,0,2
2020-03-05,Singapore,117,0,0,117,110,0,0,110,110,5703600,7,0,0,7,0
2020-03-05,Slovenia,2,0,0,2,,,,,,2094060,,,,,
2020-03-05,South Africa,1,0,0,1,,,,,,58775022,,,,,
2020-03-05,Spain,259,3,0,256,222,2,0,220,165,47100396,37,1,0,36,57
2020-03-05,Sri Lanka,1,0,0,1,1,0,0,1,1,21803000,0,0,0,0,0
2020-03-05,Sweden,94,0,0,94,35,0,0,35,21,10333456,59,0,0,59,14
2020-03-05,Switzerland,114,1,0,113,90,0,0,90,56,8586550,24,1,0,23,34
2020-03-05,Taiwan*,44,1,0,43,42,1,0,41,42,23604265,2,0,0,2,0
2020-03-05,Thailand,47,1,0,46,43,1,0,42,43,66484342,4,0,0,4,0
2020-03-05,Tunisia,1,0,0,1,1,0,0,1,,11722038,0,0,0,0,
2020-03-05,US,217,12,0,205,149,11,0,138,118,329493716,68,1,0,67,31
2020-03-05,Ukraine,1,0,0,1,1,0,0,1,1,41902416,0,0,0,0,0
2020-03-05,United Arab Emirates,29,0,0,29,27,0,0,27,27,9890400,2,0,0,2,0
2020-03-05,United Kingdom,116,1,0,115,86,0,0,86,51,66435600,30,1,0,29,35
2020-03-05,Vietnam,16,0,0,16,16,0,0,16,16,96208984,0,0,0,0,0
2020-03-05,West Bank and Gaza,4,0,0,4,,,,,,,,,,,
2020-03-06,Afghanistan,1,0,0,1,1,0,0,1,1,32225560,0,0,0,0,0
2020-03-06,Algeria,17,0,0,17,12,0,0,12,12,43000000,5,0,0,5,0
2020-03-06,Andorra,1,0,0,1,1,0,0,1,1,77543,0,0,0,0,0
2020-03-06,Argentina,2,0,0,2,1,0,0,1,1,44938712,1,0,0,1,0
2020-03-06,Armenia,1,0,0,1,1,0,0,1,1,2957500,0,0,0,0,0
2020-03-06,Australia,60,2,0,58,55,2,0,53,52,25654023,5,0,0,5,3
2020-03-06,Austria,55,0,0,55,41,0,0,41,29,8902600,14,0,0,14,12
2020-03-06,Azerbaijan,6,0,0,6,6,0,0,6,3,10067108,0,0,0,0,3
2020-03-06,Bahrain,60,0,0,60,55,0,0,55,52,1543300,5,0,0,5,3
2020-03-06,Belarus,6,0,0,6,6,0,0,6,6,9413446,0,0,0,0,0
2020-03-06,Belgium,109,0,0,109,50,0,0,50,23,11524454,59,0,0,59,27
2020-03-06,Bhutan,1,0,0,1,,,,,,741672,,,,,
2020-03-06,Bosnia and Herzegovina,2,0,0,2,2,0,0,2,,3301000,0,0,0,0,
2020-03-06,Brazil,13,0,0,13,4,0,0,4,4,211288170,9,0,0,9,0
2020-03-06,Cambodia,1,0,0,1,1,0,0,1,1,15288489,0,0,0,0,0
2020-03-06,Cameroon,1,0,0,1,,,,,,26545864,,,,,
2020-03-06,Canada,49,0,0,49,37,0,0,37,33,37966227,12,0,0,12,4
2020-03-06,Chile,4,0,0,4,4,0,0,4,1,19107216,0,0,0,0,3
2020-03-06,China,80690,3044,0,77646,80537,3015,0,77522,80386,1401870440,153,29,0,124,151
2020-03-06,Colombia,1,0,0,1,,,,,,49395678,,,,,
2020-03-06,Costa Rica,1,0,0,1,,,,,,5058007,,,,,
2020-03-06,Croatia,11,0,0,11,10,0,0,10,10,4076246,1,0,0,1,0
2020-03-06,Czechia,18,0,0,18,12,0,0,12,8,10693939,6,0,0,6,4
2020-03-06,Denmark,24,0,0,24,11,0,0,11,11,5822763,13,0,0,13,0
2020-03-06,Diamond Princess,706,6,0,700,706,6,0,700,706,,0,0,0,0,0
2020-03-06,Dominican Republic,2,0,0,2,1,0,0,1,1,10358320,1,0,0,1,0
2020-03-06,Ecuador,13,0,0,13,13,0,0,13,10,17449288,0,0,0,0,3
2020-03-06,Egypt,15,0,0,15,3,0,0,3,2,100153850,12,0,0,12,1
2020-03-06,Estonia,10,0,0,10,3,0,0,3,2,1328360,7,0,0,7,1
2020-03-06,Finland,15,0,0,15,12,0,0,12,6,5527573,3,0,0,3,6
2020-03-06,France,656,9,0,647,380,6,0,374,288,67069000,276,3,0,273,92
2020-03-06,Georgia,4,0,0,4,4,0,0,4,3,3723464,0,0,0,0,1
2020-03-06,Germany,670,0,0,670,482,0,0,482,262,83149300,188,0,0,188,220
2020-03-06,Greece,45,0,0,45,31,0,0,31,9,10724599,14,0,0,14,22
2020-03-06,Holy See,1,0,0,1,,,,,,,,,,,
2020-03-06,Hungary,2,0,0,2,2,0,0,2,2,9772756,0,0,0,0,0
2020-03-06,Iceland,43,0,0,43,34,0,0,34,26,364260,9,0,0,9,8
2020-03-06,India,31,0,0,31,30,0,0,30,28,1360094159,1,0,0,1,2
2020-03-06,Indonesia,4,0,0,4,2,0,0,2,2,266911900,2,0,0,2,0
2020-03-06,Iran,4747,124,0,4623,3513,107,0,3406,2922,83301053,1234,17,0,1217,591
2020-03-06,Iraq,40,3,0,37,35,2,0,33,35,39127900,5,1,0,4,0
2020-03-06,Ireland,18,0,0,18,6,0,0,6,6,4921500,12,0,0,12,0
2020-03-06,Israel,37,0,0,37,20,0,0,20,15,9175050,17,0,0,17,5
2020-03-06,Italy,4636,197,0,4439,3858,148,0,3710,3089,60243406,778,49,0,729,769
2020-03-06,Japan,420,6,0,414,360,6,0,354,331,126010000,60,0,0,60,29
2020-03-06,Jordan,1,0,0,1,1,0,0,1,1,10641432,0,0,0,0,0
2020-03-06,"Korea, South",6593,42,0,6551,6088,35,0,6053,5621,51780579,505,7,0,498,467
2020-03-06,Kuwait,58,0,0,58,58,0,0,58,56,4420110,0,0,0,0,2
2020-03-06,Latvia,1,0,0,1,1,0,0,1,1,1906800,0,0,0,0,0
2020-03-06,Lebanon,22,0,0,22,16,0,0,16,13,6825442,6,0,0,6,3
2020-03-06,Liechtenstein,1,0,0,1,1,0,0,1,1,38749,0,0,0,0,0
2020-03-06,Lithuania,1,0,0,1,1,0,0,1,1,2793471,0,0,0,0,0
2020-03-06,Luxembourg,2,0,0,2,1,0,0,1,1,613894,1,0,0,1,0
2020-03-06,Malaysia,83,0,0,83,50,0,0,50,50,32726760,33,0,0,33,0
2020-03-06,Mexico,6,0,0,6,5,0,0,5,5,126577691,1,0,0,1,0
2020-03-06,Monaco,1,0,0,1,1,0,0,1,1,38300,0,0,0,0,0
2020-03-06,Morocco,2,0,0,2,2,0,0,2,1,35846095,0,0,0,0,1
2020-03-06,Nepal,1,0,0,1,1,0,0,1,1,29609623,0,0,0,0,0
2020-03-06,Netherlands,128,1,0,127,82,0,0,82,38,17447181,46,1,0,45,44
2020-03-06,New Zealand,4,0,0,4,3,0,0,3,3,4972216,1,0,0,1,0
2020-03-06,Nigeria,1,0,0,1,1,0,0,1,1,206139587,0,0,0,0,0
2020-03-06,North Macedonia,3,0,0,3,1,0,0,1,1,2077132,2,0,0,2,0
2020-03-06,Norway,108,0,0,108,87,0,0,87,56,5367580,21,0,0,21,31
2020-03-06,Oman,16,0,0,16,16,0,0,16,15,4664790,0,0,0,0,1
2020-03-06,Pakistan,6,0,0,6,5,0,0,5,5,219027520,1,0,0,1,0
2020-03-06,Peru,1,0,0,1,,,,,,32131400,,,,,
2020-03-06,Philippines,5,1,0,4,3,1,0,2,3,108438081,2,0,0,2,0
2020-03-06,Poland,5,0,0,5,1,0,0,1,1,38386000,4,0,0,4,0
2020-03-06,Portugal,13,0,0,13,8,0,0,8,5,10276617,5,0,0,5,3
2020-03-06,Qatar,8,0,0,8,8,0,0,8,8,2747282,0,0,0,0,0
2020-03-06,Romania,9,0,0,9,6,0,0,6,4,19405156,3,0,0,3,2
2020-03-06,Russia,13,0,0,13,4,0,0,4,3,146745098,9,0,0,9,1
2020-03-06,San Marino,21,1,0,20,21,1,0,20,16,33574,0,0,0,0,5
2020-03-06,Saudi Arabia,5,0,0,5,5,0,0,5,1,34218169,0,0,0,0,4
2020-03-06,Senegal,4,0,0,4,4,0,0,4,4,16209125,0,0,0,0,0
2020-03-06,Serbia,1,0,0,1,,,,,,6963764,,,,,
2020-03-06,Singapore,130,0,0,130,117,0,0,117,110,5703600,13,0,0,13,7
2020-03-06,Slovakia,1,0,0,1,,,,,,5456362,,,,,
2020-03-06,Slovenia,7,0,0,7,2,0,0,2,,2094060,5,0,0,5,
2020-03-06,South Africa,1,0,0,1,1,0,0,1,,58775022,0,0,0,0,
2020-03-06,Spain,400,5,0,395,259,3,0,256,222,47100396,141,2,0,139,37
2020-03-06,Sri Lanka,1,0,0,1,1,0,0,1,1,21803000,0,0,0,0,0
2020-03-06,Sweden,101,0,0,101,94,0,0,94,35,10333456,7,0,0,7,59
2020-03-06,Switzerland,214,1,0,213,114,1,0,113,90,8586550,100,0,0,100,24
2020-03-06,Taiwan*,45,1,0,44,44,1,0,43,42,23604265,1,0,0,1,2
2020-03-06,Thailand,48,1,0,47,47,1,0,46,43,66484342,1,0,0,1,4
2020-03-06,Togo,1,0,0,1,,,,,,7538000,,,,,
2020-03-06,Tunisia,1,0,0,1,1,0,0,1,1,11722038,0,0,0,0,0
2020-03-06,US,262,14,0,248,217,12,0,205,149,329493716,45,2,0,43,68
2020-03-06,Ukraine,1,0,0,1,1,0,0,1,1,41902416,0,0,0,0,0
2020-03-06,United Arab Emirates,29,0,0,29,29,0,0,29,27,9890400,0,0,0,0,2
2020-03-06,United Kingdom,164,2,0,162,116,1,0,115,86,66435600,48,1,0,47,30
2020-03-06,Vietnam,16,0,0,16,16,0,0,16,16,96208984,0,0,0,0,0
2020-03-06,West Bank and Gaza,7,0,0,7,4,0,0,4,,,3,0,0,3,
2020-03-07,Afghanistan,1,0,0,1,1,0,0,1,1,32225560,0,0,0,0,0
2020-03-07,Algeria,17,0,0,17,17,0,0,17,12,43000000,0,0,0,0,5
2020-03-07,Andorra,1,0,0,1,1,0,0,1,1,77543,0,0,0,0,0
2020-03-07,Argentina,8,0,0,8,2,0,0,2,1,44938712,6,0,0,6,1
2020-03-07,Armenia,1,0,0,1,1,0,0,1,1,2957500,0,0,0,0,0
2020-03-07,Australia,63,2,0,61,60,2,0,58,55,25654023,3,0,0,3,5
2020-03-07,Austria,79,0,0,79,55,0,0,55,41,8902600,24,0,0,24,14
2020-03-07,Azerbaijan,9,0,0,9,6,0,0,6,6,10067108,3,0,0,3,0
2020-03-07,Bahrain,85,0,0,85,60,0,0,60,55,1543300,25,0,0,25,5
2020-03-07,Belarus,6,0,0,6,6,0,0,6,6,9413446,0,0,0,0,0
2020-03-07,Belgium,169,0,0,169,109,0,0,109,50,11524454,60,0,0,60,59
2020-03-07,Bhutan,1,0,0,1,1,0,0,1,,741672,0,0,0,0,
2020-03-07,Bosnia and Herzegovina,3,0,0,3,2,0,0,2,2,3301000,1,0,0,1,0
2020-03-07,Brazil,13,0,0,13,13,0,0,13,4,211288170,0,0,0,0,9
2020-03-07,Cambodia,1,0,0,1,1,0,0,1,1,15288489,0,0,0,0,0
2020-03-07,Cameroon,1,0,0,1,1,0,0,1,,26545864,0,0,0,0,
2020-03-07,Canada,54,0,0,54,49,0,0,49,37,37966227,5,0,0,5,12
2020-03-07,Chile,4,0,0,4,4,0,0,4,4,19107216,0,0,0,0,0
2020-03-07,China,80770,3072,0,77698,80690,3044,0,77646,80537,1401870440,80,28,0,52,153
2020-03-07,Colombia,1,0,0,1,1,0,0,1,,49395678,0,0,0,0,
