Date,Country/Region,Province/State,Admin2,Confirmed,Deaths,Recovered,Latitude,Longitude,FIPS,Incidence_Rate,Case-Fatality_Ratio,Incident_Rate,Case_Fatality_Ratio,Active Cases,Previous Confirmed,Previous Deaths,Previous Recovered,Previous Active,Prev2 Confirmed,Population,Daily Confirmed,Daily Deaths,Daily Recovered,Daily Active,Previous Daily Confirmed
2020-11-09,US,Alabama,Etowah,4925,58,0,34.04567266,-86.04051873,1055.0,0.0,0.0,4815.778151523448,1.177664974619289,4867,4887,58,0,4829,4853,102501,38,0,0,38,34
2020-11-09,US,Alabama,Fayette,678,15,0,33.72076938,-87.73886638,1057.0,0.0,0.0,4158.998895841001,2.2123893805309733,663,664,15,0,649,658,16433,14,0,0,14,6
2020-11-09,US,Alabama,Franklin,2257,34,0,34.44235334,-87.84289505,1059.0,0.0,0.0,7196.607359224538,1.5064244572441294,2223,2250,34,0,2216,2245,31363,7,0,0,7,5
2020-11-09,US,Alabama,Geneva,1032,8,0,31.09389027,-85.83572839,1061.0,0.0,0.0,3928.2859426744317,0.7751937984496124,1024,1025,8,0,1017,1016,26314,7,0,0,7,9
2020-11-09,US,Alabama,Greene,362,17,0,32.85504247,-87.95684022,1063.0,0.0,0.0,4463.074836641598,4.696132596685083,345,361,17,0,344,358,8233,1,0,0,1,3
2020-11-09,US,Alabama,Hale,833,30,0,32.76039258,-87.63284988,1065.0,0.0,0.0,5685.61872909699,3.6014405762304924,803,825,30,0,795,823,14726,8,0,0,8,2
2020-11-09,US,Alabama,Henry,782,6,0,31.51148016,-85.24267944,1067.0,0.0,0.0,4545.190351641964,0.7672634271099744,776,777,6,0,771,776,17209,5,0,0,5,1
2020-11-09,US,Alabama,Houston,4516,36,0,31.15197924,-85.29939599,1069.0,0.0,0.0,4265.125328195539,0.7971656333038086,4480,4485,36,0,4449,4472,104722,31,0,0,31,13
2020-11-09,US,Alabama,Jackson,2491,22,0,34.78144169,-85.99750489,1071.0,0.0,0.0,4825.088133886026,0.8831794460056203,2469,2476,22,0,2454,2465,51736,15,0,0,15,11
2020-11-09,US,Alabama,Jefferson,26003,403,0,33.55554728,-86.89506300000002,1073.0,0.0,0.0,3948.3853726162483,1.5498211744798678,25600,25827,403,0,25424,25627,659300,176,0,0,176,200
2020-11-09,US,Alabama,Lamar,559,7,0,33.77995024,-88.09668032,1075.0,0.0,0.0,4049.257515392973,1.2522361359570662,552,554,7,0,547,553,13844,5,0,0,5,1
2020-11-09,US,Alabama,Lauderdale,2963,47,0,34.90171875,-87.65624729,1077.0,0.0,0.0,3195.3326359607026,1.5862301721228484,2916,2937,47,0,2890,2911,92387,26,0,0,26,26
2020-11-09,US,Alabama,Lawrence,1007,35,0,34.52041498,-87.31069453,1079.0,0.0,0.0,3058.5591058194627,3.475670307845085,972,1003,35,0,968,995,32957,4,0,0,4,8
2020-11-09,US,Alabama,Lee,6926,65,0,32.60154883,-85.35132246,1081.0,0.0,0.0,4209.259641915134,0.938492636442391,6861,6903,65,0,6838,6878,163941,23,0,0,23,25
2020-11-09,US,Alabama,Limestone,3380,37,0,34.81185586,-86.98310072,1083.0,0.0,0.0,3417.0752666430776,1.0946745562130178,3343,3350,37,0,3313,3311,96174,30,0,0,30,39
2020-11-09,US,Alabama,Lowndes,745,29,0,32.1597283,-86.65158371,1085.0,0.0,0.0,7659.8807320584,3.8926174496644297,716,745,29,0,716,745,9974,0,0,0,0,0
2020-11-09,US,Alabama,Macon,612,20,0,32.38759944,-85.69267724,1087.0,0.0,0.0,3387.20389639141,3.2679738562091503,592,610,20,0,590,598,18439,2,0,0,2,12
2020-11-09,US,Alabama,Madison,10459,105,0,34.76327133,-86.55069633,1089.0,0.0,0.0,2804.7057056815474,1.0039200688402332,10354,10358,105,0,10253,10284,366519,101,0,0,101,74
2020-11-09,US,Alabama,Marengo,1099,24,0,32.24767634,-87.78796182,1091.0,0.0,0.0,5826.220643587976,2.1838034576888083,1075,1095,24,0,1071,1090,19066,4,0,0,4,5
2020-11-09,US,Alabama,Marion,1215,31,0,34.13697363,-87.88704173,1093.0,0.0,0.0,4089.6697970312025,2.551440329218107,1184,1211,31,0,1180,1203,29763,4,0,0,4,8
2020-11-09,US,Alabama,Marshall,4864,53,0,34.36975964,-86.30486727,1095.0,0.0,0.0,5026.143385620105,1.0896381578947372,4811,4852,53,0,4799,4809,96109,12,0,0,12,43
2020-11-09,US,Alabama,Mobile,17807,328,0,30.78472347,-88.20842409,1097.0,0.0,0.0,4309.431039907069,1.841972258100747,17479,17782,328,0,17454,17729,413757,25,0,0,25,53
2020-11-09,US,Alabama,Monroe,692,10,0,31.56729412,-87.36995001,1099.0,0.0,0.0,3337.674239135677,1.4450867052023122,682,692,10,0,682,691,21067,0,0,0,0,1
2020-11-09,US,Alabama,Montgomery,11175,219,0,32.2206831,-86.20969272,1101.0,0.0,0.0,4934.079810672624,1.959731543624161,10956,11119,219,0,10900,11080,225763,56,0,0,56,39
2020-11-09,US,Alabama,Morgan,4924,40,0,34.45500589,-86.85475946,1103.0,0.0,0.0,4114.339190668371,0.8123476848090982,4884,4877,40,0,4837,4818,119089,47,0,0,47,59
2020-11-09,US,Alabama,Perry,619,6,0,32.64048341,-87.29770589,1105.0,0.0,0.0,6937.128768351451,0.9693053311793216,613,618,6,0,612,618,9140,1,0,0,1,0
2020-11-09,US,Alabama,Pickens,1008,18,0,33.28094866,-88.08818103,1107.0,0.0,0.0,5057.701956848971,1.7857142857142858,990,994,18,0,976,991,19938,14,0,0,14,3
2020-11-09,US,Alabama,Pike,1431,14,0,31.80396383,-85.9408295,1109.0,0.0,0.0,4321.435042580179,0.9783368273934312,1417,1429,14,0,1415,1425,33338,2,0,0,2,4
2020-11-09,US,Alabama,Randolph,895,18,0,33.29526734,-85.45708831,1111.0,0.0,0.0,3938.9138280080974,2.011173184357542,877,890,18,0,872,888,22725,5,0,0,5,2
2020-11-09,US,Alabama,Russell,2022,3,0,32.28725256,-85.18415324,1113.0,0.0,0.0,3488.5526474698504,0.14836795252225518,2019,2022,3,0,2019,2022,57781,0,0,0,0,0
2020-11-09,US,Alabama,Shelby,8319,71,0,33.26879845,-86.66232561,1117.0,0.0,0.0,3821.2786285840275,0.8534679648996274,8248,8251,71,0,8180,8182,215707,68,0,0,68,69
2020-11-09,US,Alabama,St. Clair,3499,52,0,33.71902176,-86.31029372,1115.0,0.0,0.0,3908.973098578962,1.486138896827665,3447,3477,52,0,3425,3447,88690,22,0,0,22,30
2020-11-09,US,Alabama,Sumter,510,21,0,32.59117397,-88.19916205,1119.0,0.0,0.0,4103.967168262654,4.117647058823529,489,509,21,0,488,506,12691,1,0,0,1,3
2020-11-09,US,Alabama,Talladega,2953,40,0,33.37823223,-86.16886178,1121.0,0.0,0.0,3692.265372977569,1.3545546901456147,2913,2941,40,0,2901,2935,79828,12,0,0,12,6
2020-11-09,US,Alabama,Tallapoosa,1486,87,0,32.86698258,-85.79833053,1123.0,0.0,0.0,3681.2247628012974,5.85464333781965,1399,1476,87,0,1389,1467,40497,10,0,0,10,9
2020-11-09,US,Alabama,Tuscaloosa,11260,146,0,33.28726072,-87.52556818,1125.0,0.0,0.0,5378.42420768551,1.2966252220248669,11114,11205,146,0,11059,11141,208911,55,0,0,55,64
2020-11-09,US,Alabama,Walker,3152,96,0,33.80270512,-87.30027177,1127.0,0.0,0.0,4962.138505376175,3.045685279187817,3056,3141,96,0,3045,3129,63711,11,0,0,11,12
2020-11-09,US,Alabama,Washington,818,12,0,31.4092794,-88.20689944,1129.0,0.0,0.0,5010.412838417248,1.4669926650366751,806,812,12,0,800,806,16378,6,0,0,6,6
2020-11-09,US,Alabama,Wilcox,593,12,0,31.98773215,-87.30891118,1131.0,0.0,0.0,5716.764677528198,2.023608768971332,581,591,12,0,579,589,10627,2,0,0,2,2
2020-11-09,US,Alabama,Winston,1043,14,0,34.15030532,-87.37325922,1133.0,0.0,0.0,4414.06745947776,1.342281879194631,1029,1039,14,0,1025,1026,23660,4,0,0,4,13
2020-11-09,US,Alaska,Aleutians East,19,0,0,55.32222414,-161.9722021,2013.0,0.0,0.0,569.3736889421638,0.0,19,19,0,0,19,19,3515,0,0,0,0,0
2020-11-09,US,Alaska,Aleutians West,103,0,0,52.3233,-174.1596,2016.0,0.0,0.0,1828.1860134895278,0.0,103,103,0,0,103,103,5723,0,0,0,0,0
2020-11-09,US,Alaska,Anchorage,10445,51,0,61.14998174,-149.14269860000005,2020.0,0.0,0.0,3626.736111111111,0.4882719004308281,10394,10209,51,0,10158,9914,291538,236,0,0,236,295
2020-11-09,US,Alaska,Bethel,714,1,0,60.90980451,-159.8561831,2050.0,0.0,0.0,3883.3895355161535,0.1400560224089636,713,672,1,0,671,644,18216,42,0,0,42,28
2020-11-09,US,Alaska,Bristol Bay plus Lake and Peninsula,122,0,0,58.62403337,-156.21405890000003,2164.0,0.0,0.0,3034.8258706467664,0.0,122,117,0,0,117,116,,5,0,0,5,1
2020-11-09,US,Alaska,Denali,33,0,0,63.67264044,-150.0076108,2068.0,0.0,0.0,1573.6766809728185,0.0,33,33,0,0,33,33,2059,0,0,0,0,0
2020-11-09,US,Alaska,Dillingham,70,0,0,59.79603738,-158.23819419999995,2070.0,0.0,0.0,1423.9218877135886,0.0,70,70,0,0,70,67,5000,0,0,0,0,3
2020-11-09,US,Alaska,Fairbanks North Star,2579,16,0,64.80726247,-146.5692662,2090.0,0.0,0.0,2662.90823859823,0.6203955021326095,2563,2533,16,0,2517,2505,98971,46,0,0,46,28
2020-11-09,US,Alaska,Haines,15,0,0,59.09893571,-135.4679843,2100.0,0.0,0.0,592.8853754940711,0.0,15,15,0,0,15,15,2474,0,0,0,0,0
2020-11-09,US,Alaska,Juneau,667,3,0,58.45031811,-134.200436,2110.0,0.0,0.0,2086.0699318196034,0.4497751124437781,664,655,3,0,652,652,32113,12,0,0,12,3
2020-11-09,US,Alaska,Kenai Peninsula,1387,4,0,60.24429722,-151.53888840000005,2122.0,0.0,0.0,2362.540028616202,0.2883922134102379,1383,1362,4,0,1358,1305,58533,25,0,0,25,57
2020-11-09,US,Alaska,Ketchikan Gateway,143,0,0,55.57445008,-130.975561,2130.0,0.0,0.0,1028.7029710092802,0.0,143,134,0,0,134,117,13918,9,0,0,9,17
2020-11-09,US,Alaska,Kodiak Island,143,0,0,57.65529415,-153.7493579,2150.0,0.0,0.0,1100.1692568087399,0.0,143,143,0,0,143,137,13345,0,0,0,0,6
2020-11-09,US,Alaska,Kusilvak,339,0,0,62.15429159999999,-163.39678830000003,2158.0,0.0,0.0,4077.459706519124,0.0,339,327,0,0,327,318,8303,12,0,0,12,9
2020-11-09,US,Alaska,Matanuska-Susitna,2005,3,0,62.31305045,-149.5741743,2170.0,0.0,0.0,1851.0483118993325,0.14962593516209474,2002,1946,3,0,1943,1897,107610,59,0,0,59,49
2020-11-09,US,Alaska,Nome,154,0,0,64.90320724,-164.0353804,2180.0,0.0,0.0,1539.3842463014794,0.0,154,153,0,0,153,151,10008,1,0,0,1,2
2020-11-09,US,Alaska,North Slope,325,0,0,69.31479216,-153.4836093,2185.0,0.0,0.0,3305.53295362083,0.0,325,319,0,0,319,312,9872,6,0,0,6,7
2020-11-09,US,Alaska,Northwest Arctic,287,0,0,67.04919196,-159.7503946,2188.0,0.0,0.0,3765.909985566199,0.0,287,284,0,0,284,282,7671,3,0,0,3,2
2020-11-09,US,Alaska,Petersburg,21,1,0,57.13978948,-132.9540995,2195.0,0.0,0.0,642.9883649724434,4.761904761904762,20,21,1,0,20,21,3221,0,0,0,0,0
2020-11-09,US,Alaska,Prince of Wales-Hyder,41,1,0,55.76261984,-133.0511621,2198.0,0.0,0.0,660.9704981460584,2.4390243902439024,40,40,1,0,39,38,6422,1,0,0,1,2
2020-11-09,US,Alaska,Sitka,103,0,0,57.24124555,-135.3206587,2220.0,0.0,0.0,1212.763452254798,0.0,103,98,0,0,98,97,8647,5,0,0,5,1
2020-11-09,US,Alaska,Skagway,7,0,0,59.56149996,-135.33377480000001,2230.0,0.0,0.0,591.7159763313608,0.0,7,7,0,0,7,7,1148,0,0,0,0,0
2020-11-09,US,Alaska,Southeast Fairbanks,109,1,0,63.87692095,-143.2127643,2240.0,0.0,0.0,1581.3143769041055,0.9174311926605504,108,105,1,0,104,101,6918,4,0,0,4,4
2020-11-09,US,Alaska,Unassigned,82,0,0,0.0,0.0,90002.0,0.0,0.0,0.0,0.0,82,81,0,0,81,80,,1,0,0,1,1
2020-11-09,US,Alaska,Valdez-Cordova,200,1,0,61.47502768,-144.7126799,2261.0,0.0,0.0,2173.4405564007825,0.5,199,196,1,0,195,192,9164,4,0,0,4,4
2020-11-09,US,Alaska,Wrangell,19,0,0,56.3202004,-132.05837309999998,2275.0,0.0,0.0,759.3924860111911,0.0,19,19,0,0,19,19,2503,0,0,0,0,0
2020-11-09,US,Alaska,Yakutat,38,0,0,59.890980799999994,-140.36014509999998,2282.0,0.0,0.0,6563.039723661485,0.0,38,38,0,0,38,37,604,0,0,0,0,1
2020-11-09,US,Alaska,Yukon-Koyukuk,130,2,0,65.50815459,-151.39073869999999,2290.0,0.0,0.0,2485.65965583174,1.5384615384615383,128,127,2,0,125,127,5327,3,0,0,3,0
2020-11-09,US,Arizona,Apache,4127,184,0,35.39465006,-109.4892383,4001.0,0.0,0.0,5740.954553674516,4.458444390598498,3943,4127,184,0,3943,4127,71818,0,0,0,0,0
2020-11-09,US,Arizona,Cochise,2384,76,0,31.87934684,-109.7516088,4003.0,0.0,0.0,1893.235494988961,3.1879194630872485,2308,2384,76,0,2308,2381,126770,0,0,0,0,3
2020-11-09,US,Arizona,Coconino,5864,151,0,35.83883429,-111.77071780000001,4005.0,0.0,0.0,4087.094705734757,2.575034106412005,5713,5846,151,0,5695,5773,142854,18,0,0,18,73
2020-11-09,US,Arizona,Gila,2168,75,0,33.80190085,-110.8132779,4007.0,0.0,0.0,4013.4769891517653,3.4594095940959413,2093,2168,75,0,2093,2142,53889,0,0,0,0,26
2020-11-09,US,Arizona,Graham,1441,31,0,32.93166885,-109.8882178,4009.0,0.0,0.0,3710.379277493112,2.1512838306731434,1410,1434,31,0,1403,1408,38072,7,0,0,7,26
2020-11-09,US,Arizona,Greenlee,116,2,0,33.21498827,-109.2405279,4011.0,0.0,0.0,1221.3097494209308,1.7241379310344829,114,116,2,0,114,109,9483,0,0,0,0,7
2020-11-09,US,Arizona,La Paz,648,18,0,33.72854224,-113.98100290000001,4012.0,0.0,0.0,3069.9260943718023,2.7777777777777777,630,646,18,0,628,639,21098,2,0,0,2,7
2020-11-09,US,Arizona,Maricopa,167063,3709,0,33.34835867,-112.49181540000001,4013.0,0.0,0.0,3724.583728503099,2.220120553324195,163354,166850,3709,0,163141,165702,4410824,213,0,0,213,1148
2020-11-09,US,Arizona,Mohave,4743,240,0,35.70471703,-113.7577902,4015.0,0.0,0.0,2235.35566332518,5.0600885515496525,4503,4740,240,0,4500,4722,209550,3,0,0,3,18
2020-11-09,US,Arizona,Navajo,6824,258,0,35.3997715,-110.3218983,4017.0,0.0,0.0,6151.959900472396,3.780773739742087,6566,6803,258,0,6545,6784,110445,21,0,0,21,19
2020-11-09,US,Arizona,Pima,30493,659,0,32.0971334,-111.7890033,4019.0,0.0,0.0,2911.6405465974212,2.161151739743548,29834,30419,659,0,29760,30066,1039073,74,0,0,74,353
2020-11-09,US,Arizona,Pinal,12867,231,0,32.90525627,-111.3449483,4021.0,0.0,0.0,2780.3167318151477,1.795290277453952,12636,12805,231,0,12574,12768,447138,62,0,0,62,37
2020-11-09,US,Arizona,Santa Cruz,3143,66,0,31.52508998,-110.8479088,4023.0,0.0,0.0,6759.430513140352,2.0999045497931914,3077,3130,66,0,3064,3110,46511,13,0,0,13,20
2020-11-09,US,Arizona,Yavapai,3284,101,0,34.59933926,-112.5538588,4025.0,0.0,0.0,1396.858344782411,3.07551766138855,3183,3284,101,0,3183,3276,231993,0,0,0,0,8
2020-11-09,US,Arizona,Yuma,14534,363,0,32.76895712,-113.90666740000002,4027.0,0.0,0.0,6798.355372403374,2.497591853584698,14171,14512,363,0,14149,14377,212128,22,0,0,22,135
2020-11-09,US,Arkansas,Arkansas,782,20,0,34.29145151,-91.37277296,5001.0,0.0,0.0,4472.1491478897415,2.557544757033248,762,778,20,0,758,772,17769,4,0,0,4,6
2020-11-09,US,Arkansas,Ashley,622,13,0,33.19153461,-91.76984709999999,5003.0,0.0,0.0,3164.267182174289,2.090032154340836,609,617,13,0,604,617,20046,5,0,0,5,0
2020-11-09,US,Arkansas,Baxter,940,15,0,36.28784385,-92.33782872,5005.0,0.0,0.0,2241.7246971286845,1.5957446808510638,925,916,13,0,903,906,41619,24,2,0,22,10
2020-11-09,US,Arkansas,Benton,9561,133,0,36.33644656,-94.25680817,5007.0,0.0,0.0,3425.150730276097,1.3910678799288778,9428,9508,130,0,9378,9430,272608,53,3,0,50,78
2020-11-09,US,Arkansas,Boone,1218,38,0,36.3084504,-93.09374925,5009.0,0.0,0.0,3253.900406069673,3.1198686371100166,1180,1197,38,0,1159,1191,37480,21,0,0,21,6
2020-11-09,US,Arkansas,Bradley,383,8,0,33.46755808,-92.15980837,5011.0,0.0,0.0,3558.4874105732597,2.0887728459530033,375,383,8,0,375,383,10897,0,0,0,0,0
2020-11-09,US,Arkansas,Calhoun,81,0,0,33.55598792,-92.49974403,5013.0,0.0,0.0,1560.994411254577,0.0,81,79,0,0,79,76,5277,2,0,0,2,3
2020-11-09,US,Arkansas,Carroll,1097,20,0,36.34038560000001,-93.54270261,5015.0,0.0,0.0,3865.398167723749,1.823154056517776,1077,1094,20,0,1074,1093,28223,3,0,0,3,1
2020-11-09,US,Arkansas,Chicot,1065,23,0,33.26458973,-91.29539209,5017.0,0.0,0.0,10525.795611780984,2.15962441314554,1042,1065,23,0,1042,1062,10438,0,0,0,0,3
2020-11-09,US,Arkansas,Clark,608,6,0,34.04613432,-93.17484713,5019.0,0.0,0.0,2724.0143369175626,0.986842105263158,602,602,6,0,596,595,22061,6,0,0,6,7
2020-11-09,US,Arkansas,Clay,582,16,0,36.36826212,-90.4148172,5021.0,0.0,0.0,3999.725104803793,2.7491408934707904,566,577,16,0,561,568,14847,5,0,0,5,9
2020-11-09,US,Arkansas,Cleburne,550,18,0,35.53864922,-92.02640019,5023.0,0.0,0.0,2207.15116979012,3.272727272727273,532,547,18,0,529,544,24965,3,0,0,3,3
2020-11-09,US,Arkansas,Cleveland,281,13,0,33.89723187,-92.18537045,5025.0,0.0,0.0,3531.925590749121,4.6263345195729535,268,281,13,0,268,281,8018,0,0,0,0,0
2020-11-09,US,Arkansas,Columbia,807,22,0,33.21230701,-93.22642793,5027.0,0.0,0.0,3440.3376390842823,2.7261462205700124,785,805,22,0,783,798,23537,2,0,0,2,7
2020-11-09,US,Arkansas,Conway,412,4,0,35.26205537,-92.70506566,5029.0,0.0,0.0,1976.3983498033201,0.9708737864077671,408,402,4,0,398,401,20891,10,0,0,10,1
2020-11-09,US,Arkansas,Craighead,5538,57,0,35.83018283,-90.63235729,5031.0,0.0,0.0,5019.396004785556,1.029252437703142,5481,5509,55,0,5454,5452,108558,29,2,0,27,57
2020-11-09,US,Arkansas,Crawford,2401,33,0,35.58928601,-94.2446814,5033.0,0.0,0.0,3795.627361398738,1.3744273219491878,2368,2376,33,0,2343,2357,63406,25,0,0,25,19
2020-11-09,US,Arkansas,Crittenden,2727,53,0,35.21247318,-90.30839406,5035.0,0.0,0.0,5686.58116984673,1.9435276861019437,2674,2705,53,0,2652,2688,48342,22,0,0,22,17
2020-11-09,US,Arkansas,Cross,641,23,0,35.29631396,-90.77185818,5037.0,0.0,0.0,3904.013642730983,3.588143525741029,618,639,23,0,616,639,16676,2,0,0,2,0
2020-11-09,US,Arkansas,Dallas,201,6,0,33.97042763,-92.65167437,5039.0,0.0,0.0,2867.741475246113,2.985074626865672,195,198,6,0,192,197,7182,3,0,0,3,1
2020-11-09,US,Arkansas,Desha,458,8,0,33.83011025,-91.25500948,5041.0,0.0,0.0,4031.335269782589,1.7467248908296944,450,458,8,0,450,456,11512,0,0,0,0,2
2020-11-09,US,Arkansas,Drew,477,7,0,33.59035001,-91.71777921,5043.0,0.0,0.0,2618.145891651573,1.4675052410901468,470,473,7,0,466,472,18328,4,0,0,4,1
2020-11-09,US,Arkansas,Faulkner,3772,44,0,35.14719007,-92.33717519,5045.0,0.0,0.0,2993.484488956963,1.1664899257688228,3728,3748,44,0,3704,3719,124806,24,0,0,24,29
2020-11-09,US,Arkansas,Franklin,625,4,0,35.51202821,-93.89299569,5047.0,0.0,0.0,3528.083545018346,0.64,621,622,3,0,619,621,17810,3,1,0,2,1
2020-11-09,US,Arkansas,Fulton,384,11,0,36.38177105,-91.81729127,5049.0,0.0,0.0,3077.662899735513,2.864583333333333,373,383,11,0,372,382,12269,1,0,0,1,1
2020-11-09,US,Arkansas,Garland,2850,82,0,34.57692074,-93.14921604,5051.0,0.0,0.0,2867.607107640916,2.8771929824561404,2768,2838,78,0,2760,2818,99154,12,4,0,8,20
2020-11-09,US,Arkansas,Grant,411,4,0,34.29017991,-92.42320562,5053.0,0.0,0.0,2250.2053107035313,0.97323600973236,407,410,4,0,406,408,18188,1,0,0,1,2
2020-11-09,US,Arkansas,Greene,1932,23,0,36.11735460000001,-90.55832668,5055.0,0.0,0.0,4262.548262548263,1.1904761904761905,1909,1917,23,0,1894,1906,45325,15,0,0,15,11
2020-11-09,US,Arkansas,Hempstead,672,5,0,33.73325583,-93.66935133,5057.0,0.0,0.0,3120.936280884265,0.7440476190476191,667,670,5,0,665,665,21741,2,0,0,2,5
2020-11-09,US,Arkansas,Hot Spring,2431,39,0,34.31709259,-92.95396325,5059.0,0.0,0.0,7198.483906310148,1.60427807486631,2392,2418,39,0,2379,2387,33701,13,0,0,13,31
2020-11-09,US,Arkansas,Howard,690,15,0,34.09007427,-93.9934871,5061.0,0.0,0.0,5226.480836236934,2.1739130434782608,675,687,15,0,672,676,13341,3,0,0,3,11
2020-11-09,US,Arkansas,Independence,1688,66,0,35.74242707,-91.57001641,5063.0,0.0,0.0,4462.65697290152,3.909952606635071,1622,1613,66,0,1547,1599,37678,75,0,0,75,14
